hospital_name,gender,age,ssn,blood_type,height,weight,temperature,blood_pressure,heart_rate,diagnosis_code,procedure_code,admission_date,discharge_date,medication_name,dosage,allergies,insurance_provider,emergency_contact_name,emergency_contact_phone
error: unable to close due to unfinalized statements or unfinished backups,Male,95,650-19-7387,O,171.71,416.61,30.2,67,65,63661,0070,12/2/2022,10/31/2020,dextromethorphan polistirex,213.41,Latex,Blue Cross Blue Shield,Torey Bucklee,617-469-9993
error: unable to close due to unfinalized statements or unfinished backups,Male,63,136-27-1514,A,226.96,247.92,33.39,93,153,80356,7716,4/13/2020,2/10/2020,Ketoconazole,586.14,Latex,Blue Cross Blue Shield,Shelton Readitt,891-702-2563
error: unable to close due to unfinalized statements or unfinished backups,Male,116,545-64-2237,O,55.16,673.03,36.02,119,170,30022,2759,2/3/2020,6/22/2021,Cockroach American,902.3,Peanuts,Blue Cross Blue Shield,Vite Iggo,701-767-5851
error: unable to close due to unfinalized statements or unfinished backups,Female,82,271-23-1511,A,214.75,47.06,37.88,154,119,47401,8844,11/12/2021,5/27/2021,"Octinoxate, Avobenzone, Oxybenzone, Octocrylene",282.23,Peanuts,Cigna,Melisse Marcinkus,439-573-8950
error: unable to close due to unfinalized statements or unfinished backups,Female,78,630-60-9042,AB,252.18,196.36,38.04,192,149,V7649,8412,12/27/2021,5/17/2022,BELLADONNA ALKALOIDS W/ PHENOBARBITAL,682.63,Latex,Blue Cross Blue Shield,Rhoda Pelham,525-565-9171
error: unable to close due to unfinalized statements or unfinished backups,Male,8,668-31-8516,O,95.69,351.97,39.27,175,139,5732,3593,2/2/2022,10/26/2020,Sertraline Hydrochloride,577.78,Penicillin,Aetna,Ailbert Kesterton,477-440-1125
error: unable to close due to unfinalized statements or unfinished backups,Polygender,89,896-43-6325,AB,53.95,688.4,38.03,172,179,52800,6571,7/19/2020,2/2/2022,Fluvoxamine Maleate,102.71,Penicillin,Blue Cross Blue Shield,Beitris Gallant,181-922-4986
error: unable to close due to unfinalized statements or unfinished backups,Female,65,250-85-7111,B,143.98,400.48,40.48,136,196,22381,0395,3/14/2022,3/12/2020,"BENZALKONIUM CHLORIDE, ASPIRIN, IBUPROFEN, ISOPROPYL ALCOHOL, BENZOCAINE, SD ALCOHOL, BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE, ACETAMINOPHEN",518.85,Peanuts,Cigna,Janeta Yerbury,805-367-3901
error: unable to close due to unfinalized statements or unfinished backups,Genderfluid,34,579-56-2851,O,176.39,638.3,37.81,66,38,94411,0083,4/21/2021,4/2/2022,simvastatin,313.43,Peanuts,Aetna,Zora Curwen,752-107-5139
error: unable to close due to unfinalized statements or unfinished backups,Female,50,248-13-2897,A,52.14,252.64,44.5,156,147,37420,4252,4/11/2020,10/26/2021,Diltiazem Hydrochloride,331.79,Latex,Cigna,Denise Nassi,490-903-4151
error: unable to close due to unfinalized statements or unfinished backups,Female,97,198-43-2337,A,227.5,975.43,39.71,179,139,63770,7646,3/20/2022,4/24/2020,naftifine hydrochloride,164.81,Latex,Cigna,Kayla Benedict,481-639-9031
error: unable to close due to unfinalized statements or unfinished backups,Female,105,728-10-4057,O,92.28,155.93,35.05,68,150,42490,4709,12/29/2021,8/3/2021,Carvedilol,17.65,Penicillin,Blue Cross Blue Shield,Caryn Million,984-369-1339
error: unable to close due to unfinalized statements or unfinished backups,Female,74,724-44-1332,A,33.16,362.68,42.59,142,150,3152,5189,1/19/2022,7/9/2021,Cephalexin,598.35,Penicillin,Aetna,Lorry Haet,171-242-2609
error: unable to close due to unfinalized statements or unfinished backups,Female,24,754-87-8895,A,134.03,66.86,38.72,105,177,0831,0886,6/15/2021,6/17/2021,Aluminum zirconium tetrachlorohydrex gly,856.69,Latex,Aetna,Raeann Claque,151-951-6531
error: unable to close due to unfinalized statements or unfinished backups,Male,86,561-53-6877,O,29.77,526.98,35.12,184,131,43884,8885,2/6/2020,7/19/2022,Naproxen,77.5,Peanuts,Cigna,Boote Lorentzen,846-718-5351
error: unable to close due to unfinalized statements or unfinished backups,Male,91,493-43-5660,O,203.17,285.39,34.48,194,55,83921,4831,1/4/2022,3/9/2022,risperidone,769.61,Peanuts,Blue Cross Blue Shield,Forbes Whitters,198-480-9641
error: unable to close due to unfinalized statements or unfinished backups,Female,13,125-45-4738,B,97.7,667.31,37.12,168,103,38051,5585,6/23/2021,2/18/2020,"ACETAMINOPHEN, CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HYDROBROMIDE, PHENYLEPHRINE HYDROCHLORIDE",349.39,Penicillin,Cigna,Ines Lear,917-978-7553
error: unable to close due to unfinalized statements or unfinished backups,Female,40,518-71-1929,AB,36.8,574.36,37.7,155,104,56721,2933,7/12/2022,5/27/2020,Clindamycin Hydrochloride,76.38,Latex,Aetna,Dedra Fitzsymonds,473-727-0990
error: unable to close due to unfinalized statements or unfinished backups,Male,91,249-75-3821,A,67.27,365.92,44.8,146,43,E9929,9787,2/1/2020,8/16/2022,DEXTROAMPHETAMINE SULFATE,699.06,Penicillin,Blue Cross Blue Shield,Justis Lloyds,271-417-4334
error: unable to close due to unfinalized statements or unfinished backups,Male,6,764-15-9689,B,116.49,935.24,40.28,182,40,67610,8843,11/18/2020,7/8/2020,ZINC ACETATE ANHYDROUS and ZINC GLUCONATE,936.87,Peanuts,Aetna,Avictor Godier,252-839-3219
error: unable to close due to unfinalized statements or unfinished backups,Female,101,790-90-1801,O,65.12,198.32,42.9,78,113,1024,242,10/15/2021,8/20/2021,Diphenoxylate Hydrochloride and Atropine Sulfate,981.56,Peanuts,Cigna,Monique Spancock,992-186-1598
error: unable to close due to unfinalized statements or unfinished backups,Male,4,441-76-3228,AB,230.93,556.33,33.67,61,151,E8499,4102,9/27/2020,11/15/2022,nevirapine,376.89,Latex,Aetna,Bax Eleshenar,800-913-6113
error: unable to close due to unfinalized statements or unfinished backups,Female,48,239-11-2740,O,7.95,917.61,37.66,89,108,71845,8606,6/15/2021,12/28/2020,Isoniazid,573.71,Penicillin,Blue Cross Blue Shield,Delcine Hallows,101-239-9192
error: unable to close due to unfinalized statements or unfinished backups,Female,46,101-19-6722,A,21.67,152.86,37.07,174,105,E8202,9121,11/6/2021,9/11/2020,"AVOBENZONE, OCTOCRYLENE, OXYBENZONE",311.88,Latex,Blue Cross Blue Shield,Kellina Rama,926-808-5803
error: unable to close due to unfinalized statements or unfinished backups,Male,55,683-92-2590,B,290.69,532.22,42.57,146,132,E851,0949,4/24/2022,5/9/2021,Oxygen,989.08,Peanuts,Blue Cross Blue Shield,Graham Walkowski,864-835-3783
error: unable to close due to unfinalized statements or unfinished backups,Male,89,668-09-6528,AB,248.82,853.19,42.44,102,134,64962,8166,1/15/2020,3/20/2020,Magnesium hydroxide,819.91,Peanuts,Blue Cross Blue Shield,Alfonso Lycett,580-513-8427
error: unable to close due to unfinalized statements or unfinished backups,Male,32,857-19-1022,O,121.99,648.53,42.57,114,91,4139,8017,11/22/2020,3/30/2021,Potassium Nitrate,566.86,Latex,Aetna,Sigmund Dudbridge,768-936-6894
error: unable to close due to unfinalized statements or unfinished backups,Male,7,249-98-2054,AB,52.51,244.85,37.99,117,150,20056,8708,6/14/2020,11/24/2020,Sweet Corn,519.7,Peanuts,Blue Cross Blue Shield,Trent Kinman,409-155-0501
error: unable to close due to unfinalized statements or unfinished backups,Female,16,223-48-5136,B,216.63,746.65,31.79,156,85,3155,4662,6/9/2021,9/20/2021,SODIUM FLUORIDE,284.11,Penicillin,Cigna,Phelia Koppelmann,703-842-6782
error: unable to close due to unfinalized statements or unfinished backups,Male,63,516-68-8689,A,73.12,0.26,40.7,104,74,44401,6693,3/19/2022,11/24/2022,"TITANIUM DIOXIDE, ZINC OXIDE",840.11,Penicillin,Aetna,Barde Mathy,865-343-0669
error: unable to close due to unfinalized statements or unfinished backups,Female,104,409-61-6853,O,66.08,456.06,41.7,69,122,29681,9651,12/17/2020,6/19/2020,prednisolone acetate,184.02,Latex,Blue Cross Blue Shield,Stevena Turbill,859-117-2897
error: unable to close due to unfinalized statements or unfinished backups,Male,63,548-22-6341,O,59.24,32.16,42.34,95,36,5162,8701,9/8/2021,11/28/2021,Acetaminophen,281.73,Latex,Aetna,Lief Fosdick,721-275-1858
error: unable to close due to unfinalized statements or unfinished backups,Male,63,107-20-5373,AB,276.51,120.44,42.27,168,52,V702,0609,10/13/2020,1/2/2022,"ACONITUM NAPELLUS, ARNICA MONTANA, LEDUM PALUSTRE TWIG, MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE, TOXICODENDRON PUBESCENS LEAF, and VISCUM ALBUM FRUITING TOP",581.14,Latex,Cigna,Shepard Jonczyk,411-799-4729
error: unable to close due to unfinalized statements or unfinished backups,Female,71,139-68-8870,A,39.98,630.74,43.92,128,85,5848,7904,5/15/2021,1/6/2022,Octinoxate and Oxybenzone,498.81,Penicillin,Aetna,Eddie Andrez,203-364-0331
error: unable to close due to unfinalized statements or unfinished backups,Female,46,178-35-2995,AB,283.33,558.81,32.13,72,107,65220,3173,7/20/2021,3/26/2022,Diphenhydramine HCl,430.52,Peanuts,Blue Cross Blue Shield,Janet Creamer,728-883-5335
error: unable to close due to unfinalized statements or unfinished backups,Male,16,790-22-7284,O,180.35,708.47,39.36,72,191,5768,724,1/10/2022,7/13/2022,Mixture of Six Standardized Grasses,616.43,Penicillin,Blue Cross Blue Shield,Paul Mereweather,994-684-8746
error: unable to close due to unfinalized statements or unfinished backups,Female,96,346-61-7638,B,32.99,296.09,44.29,198,119,1841,7676,6/10/2022,2/14/2021,PHENAZOPYRIDINE HYDROCHLORIDE,370.33,Penicillin,Aetna,Tamar Whaites,873-682-6408
error: unable to close due to unfinalized statements or unfinished backups,Female,36,872-77-9364,B,79.64,990.79,38.42,151,134,07031,714,11/29/2022,12/15/2022,Sulfamethoxazole and Trimethoprim,493.64,Peanuts,Aetna,Bernadine Chatterton,669-109-3805
error: unable to close due to unfinalized statements or unfinished backups,Female,119,290-24-7992,B,290.18,492.06,36.25,149,176,92310,9812,2/4/2021,5/24/2022,Mefloquine Hydrochloride,379.66,Latex,Blue Cross Blue Shield,Risa Brindley,122-659-7799
error: unable to close due to unfinalized statements or unfinished backups,Female,105,828-41-7696,AB,247.15,632.94,36.1,116,196,85234,9390,3/23/2022,7/30/2020,"Apis 30c, Arsenicum 30c, Baptisia 30c, Caseinum 30c, Colocynthis 30c, Corn 30c, Food Dye Additives 30c, Food Preservatives 30c, Histaminum 30c, Hyoscyamus 30c, Mixed Nuts 30c, Modified Corn Starch 30c, MSG 30c, Natrum Mur 30c, Phosphorous 30c, Sacharrin 30c, Soy 30c, Strawberry 30c, Uritca Urens 30c, Wheat Gluten 30c, Whole Egg 30c",324.24,Penicillin,Cigna,Kiah Lightbowne,682-748-0543
error: unable to close due to unfinalized statements or unfinished backups,Female,86,190-85-5460,O,229.08,784.31,36.36,191,47,99739,1639,11/8/2022,7/24/2022,"Sodium Fluoride, Vitamin A Acetate, Biotin, Magnesium, Zinc, Copper, Calcium Pantothenate, Folic Acid, Iron, ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, THIAMINE MONONITRATE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, and CYANOCOBALAMIN",652.34,Latex,Cigna,Corissa Ferguson,354-336-6663
error: unable to close due to unfinalized statements or unfinished backups,Female,95,453-59-0474,A,278.11,554.26,42.25,166,138,29555,3506,7/14/2020,9/30/2021,Nifedipine,911.19,Penicillin,Cigna,Rosabel Dammarell,749-144-3304
error: unable to close due to unfinalized statements or unfinished backups,Female,81,508-97-9197,A,287.86,178.93,35.15,79,86,99594,9541,4/3/2021,10/19/2020,povidine iodine,415.33,Peanuts,Blue Cross Blue Shield,Robenia Antrum,179-327-0376
error: unable to close due to unfinalized statements or unfinished backups,Male,100,565-21-9308,AB,21.13,698.82,30.76,111,164,V7284,8299,10/6/2022,10/7/2020,CALCAREA SULPHURICA,355.17,Latex,Blue Cross Blue Shield,Saunder Streeten,878-932-7881
error: unable to close due to unfinalized statements or unfinished backups,Female,102,118-71-4711,AB,63.55,579.02,32.05,159,47,6214,5296,11/26/2021,5/1/2021,DIGOXIN,406.4,Peanuts,Blue Cross Blue Shield,Teriann McFarlan,399-369-2035
error: unable to close due to unfinalized statements or unfinished backups,Female,4,308-12-3409,AB,145.18,216.2,40.48,164,169,7513,8659,1/9/2022,7/6/2020,Decitabine,468.39,Peanuts,Blue Cross Blue Shield,Chiarra Korneluk,955-910-9877
error: unable to close due to unfinalized statements or unfinished backups,Female,46,646-47-6127,O,56.86,262.5,44.73,144,108,V9112,3829,10/28/2022,11/13/2020,Rosuvastatin calcium,779.7,Latex,Cigna,Jayne Tiery,532-934-0366
error: unable to close due to unfinalized statements or unfinished backups,Agender,93,107-15-2938,A,295.95,330.42,34.56,82,61,0330,7092,9/21/2022,11/19/2020,Prochlorperazine Maleate,431.53,Penicillin,Cigna,Sven Sarchwell,458-469-3275
error: unable to close due to unfinalized statements or unfinished backups,Male,97,250-77-6559,B,202.64,537.57,42.62,172,115,82525,1756,7/5/2021,1/11/2020,Trolamine Salicylate,303.25,Peanuts,Cigna,Lawrence Thorrington,967-349-9282
error: unable to close due to unfinalized statements or unfinished backups,Male,26,756-51-6009,AB,165.07,377.0,41.81,174,39,45911,7642,8/18/2021,10/18/2021,Glycerin,508.27,Latex,Cigna,Alick Giovannacci,814-706-4399
error: unable to close due to unfinalized statements or unfinished backups,Female,18,820-54-4220,O,258.62,878.19,31.63,149,120,79412,2621,11/2/2022,9/7/2020,Metoprolol Tartrate,803.3,Latex,Aetna,Daphna Comiskey,425-226-5683
error: unable to close due to unfinalized statements or unfinished backups,Female,27,229-01-9952,A,164.22,396.23,39.95,152,125,71172,5599,1/31/2021,12/16/2020,"Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl",229.36,Latex,Cigna,Miriam Malham,302-478-3542
error: unable to close due to unfinalized statements or unfinished backups,Polygender,19,159-31-1463,A,225.5,380.98,37.55,134,195,9191,8942,10/31/2021,8/18/2021,METOPROLOL SUCCINATE,117.87,Peanuts,Aetna,Gerri Schruyers,230-503-3758
error: unable to close due to unfinalized statements or unfinished backups,Female,53,395-85-9738,B,150.29,533.72,42.1,152,151,20178,5793,1/31/2021,7/27/2022,DOBUTAMINE HYDROCHLORIDE,183.77,Latex,Cigna,Myrilla Heers,177-598-8365
error: unable to close due to unfinalized statements or unfinished backups,Female,17,238-54-8386,O,209.29,564.16,37.26,70,161,71186,7727,10/22/2020,6/6/2022,permethrin,122.31,Peanuts,Blue Cross Blue Shield,Anabal Goldston,745-882-1853
error: unable to close due to unfinalized statements or unfinished backups,Male,27,624-20-3982,B,108.04,1.51,35.32,108,171,52341,9920,6/5/2021,4/18/2020,Titanium Dioxide,787.86,Penicillin,Cigna,Martyn Dysart,619-449-1835
error: unable to close due to unfinalized statements or unfinished backups,Female,115,580-53-5861,B,42.22,565.63,37.93,182,149,37161,4531,7/24/2022,7/5/2020,West Wheat Grass,205.1,Penicillin,Cigna,Barbie Mallen,612-858-3542
error: unable to close due to unfinalized statements or unfinished backups,Female,15,309-63-6533,A,180.23,823.52,31.84,88,88,72884,9953,5/14/2021,12/1/2021,Betamethasone Dipropionate,945.21,Penicillin,Cigna,Page Achrameev,269-587-0408
error: unable to close due to unfinalized statements or unfinished backups,Female,22,208-17-1692,AB,183.07,574.35,37.0,166,103,2340,4591,2/1/2021,6/23/2021,nicotine polacrilex,228.03,Penicillin,Cigna,Maisey Stooders,130-512-5639
error: unable to close due to unfinalized statements or unfinished backups,Female,24,361-74-3270,A,299.93,260.32,37.77,169,181,36543,7905,7/9/2020,7/31/2020,Tobramycin,282.03,Peanuts,Aetna,Harmonia Toleman,941-977-7563
error: unable to close due to unfinalized statements or unfinished backups,Female,33,345-88-2812,AB,194.92,607.2,35.59,158,101,53550,9222,4/26/2020,1/7/2021,"Aconite 30C, Belladonna 30C, Chamomilla 30C, Phytolacca 30C",863.84,Latex,Cigna,Carolin Bredee,403-845-3578
error: unable to close due to unfinalized statements or unfinished backups,Female,14,102-33-5849,O,46.54,271.55,39.17,78,88,80009,9641,12/2/2021,4/3/2021,Mucor racemosus,706.58,Peanuts,Aetna,Luise Davidesco,104-757-9359
error: unable to close due to unfinalized statements or unfinished backups,Female,9,360-33-0599,B,235.39,367.73,31.74,61,176,01762,6819,3/30/2021,8/8/2022,Oxygen,270.23,Latex,Aetna,Mair McWaters,740-127-2616
error: unable to close due to unfinalized statements or unfinished backups,Male,73,892-30-1397,A,216.71,452.86,38.95,110,96,V5049,9820,9/1/2021,6/1/2020,Aluminum Zirconium Tricholorohydrex GLY,138.82,Latex,Cigna,Thacher Blouet,278-193-1596
error: unable to close due to unfinalized statements or unfinished backups,Male,39,683-99-1874,A,126.13,871.61,38.22,183,86,66951,4859,7/15/2021,9/22/2021,Miconazole Nitrate,171.99,Peanuts,Aetna,Clay Hiorn,875-785-3543
error: unable to close due to unfinalized statements or unfinished backups,Male,70,210-88-4255,B,112.75,324.23,32.03,198,153,36052,8402,5/16/2021,8/27/2020,glyburide,378.31,Penicillin,Blue Cross Blue Shield,Sergent Clawe,205-264-9038
error: unable to close due to unfinalized statements or unfinished backups,Male,107,265-02-6098,O,139.67,719.64,42.27,96,192,31534,6371,9/6/2021,6/10/2022,Naproxen,520.11,Peanuts,Blue Cross Blue Shield,Mick Tayt,150-575-9841
error: unable to close due to unfinalized statements or unfinished backups,Male,80,590-94-2564,O,283.18,467.07,35.09,87,67,28268,5351,5/4/2020,10/27/2020,indomethacin,797.88,Penicillin,Blue Cross Blue Shield,Phip Collomosse,644-966-3764
error: unable to close due to unfinalized statements or unfinished backups,Female,77,884-32-1447,O,277.69,388.89,30.28,76,70,8431,8662,12/24/2021,8/19/2021,"Dextromethorphan Hydrobromide, GUAIFENESIN",870.37,Penicillin,Blue Cross Blue Shield,Helene Petley,118-191-1300
error: unable to close due to unfinalized statements or unfinished backups,Female,64,368-27-1543,O,198.89,775.6,32.61,62,145,8860,6599,5/4/2021,8/19/2022,"Avobenzone, Octisalate and Octocrylene",503.26,Latex,Aetna,Emelda Bryce,610-723-4171
error: unable to close due to unfinalized statements or unfinished backups,Female,113,740-68-7322,O,263.87,844.82,37.44,66,147,9767,4873,4/29/2022,12/28/2022,Nicotine Polacrilex,979.09,Latex,Cigna,Nanette Colwill,730-464-4012
error: unable to close due to unfinalized statements or unfinished backups,Male,64,381-46-7583,O,40.3,237.08,31.42,185,52,V0759,8627,3/16/2022,6/20/2022,Calcium polycarbophil,985.46,Peanuts,Cigna,Rudy Narramore,108-364-7961
error: unable to close due to unfinalized statements or unfinished backups,Male,48,357-59-7095,A,35.12,13.14,30.02,89,178,E8669,1621,2/6/2020,10/4/2020,Nicotine polacrilex,58.72,Peanuts,Cigna,Allyn Durdy,357-241-1842
error: unable to close due to unfinalized statements or unfinished backups,Male,15,426-10-5626,O,77.53,402.13,35.29,175,78,80006,3800,10/22/2021,9/29/2020,"OCTINOXATE, TITANIUM DIOXIDE, and ZINC OXIDE",171.77,Penicillin,Blue Cross Blue Shield,Christy Jackways,826-339-3652
error: unable to close due to unfinalized statements or unfinished backups,Male,11,876-81-2526,A,131.11,262.03,42.13,170,195,56030,472,7/10/2022,10/21/2020,Haddock,520.59,Latex,Blue Cross Blue Shield,Sigfried Euesden,472-138-3401
error: unable to close due to unfinalized statements or unfinished backups,Male,78,193-08-4929,A,264.66,214.48,33.53,172,140,2311,9123,2/2/2020,6/15/2022,Hydrocortisone,98.8,Peanuts,Blue Cross Blue Shield,Payton Ivy,920-531-9146
error: unable to close due to unfinalized statements or unfinished backups,Female,71,244-21-7638,AB,177.79,259.35,37.71,142,117,0740,5533,5/15/2022,9/12/2022,follitropin alfa,810.57,Latex,Blue Cross Blue Shield,Myrle Georger,275-348-3724
error: unable to close due to unfinalized statements or unfinished backups,Bigender,111,474-62-9002,O,255.05,284.02,31.9,156,125,0840,0715,6/16/2021,1/22/2021,Allergenic Extracts Alum Precipitated,216.28,Penicillin,Aetna,Kennie Lavington,672-385-2620
error: unable to close due to unfinalized statements or unfinished backups,Female,82,447-93-5714,B,148.1,810.94,36.87,70,80,7388,7917,5/18/2022,3/2/2020,"Acetaminophen, Dextromethorphan Hydrobromide, Doxylamine Succinate",537.14,Penicillin,Aetna,Kitti Bateup,175-180-1942
error: unable to close due to unfinalized statements or unfinished backups,Male,39,631-81-2602,B,200.63,500.46,41.9,83,200,E8185,8628,4/30/2022,9/18/2022,Buprenorphine HCl,224.12,Latex,Aetna,Mata Gieves,846-189-4796
error: unable to close due to unfinalized statements or unfinished backups,Female,70,537-83-9546,AB,97.91,691.02,30.24,63,174,2562,3952,3/25/2022,12/24/2022,ALNUS GLUTINOSA,279.15,Penicillin,Aetna,Paulina Shawley,330-915-2832
error: unable to close due to unfinalized statements or unfinished backups,Female,76,389-86-9193,A,53.92,313.03,34.55,68,77,71992,253,8/7/2021,5/13/2020,Argatroban,847.91,Peanuts,Cigna,Marsiella Pretious,322-744-3073
error: unable to close due to unfinalized statements or unfinished backups,Male,43,162-97-6946,A,163.7,376.87,40.76,132,85,72613,7013,9/28/2022,8/31/2022,Nitrogen,797.08,Penicillin,Cigna,Reese Powlesland,494-750-8909
error: unable to close due to unfinalized statements or unfinished backups,Female,103,486-60-4841,AB,56.11,668.38,30.77,141,189,5281,7932,3/7/2022,11/10/2021,ETHYL ALCOHOL,474.1,Penicillin,Cigna,Tate Minards,304-237-1905
error: unable to close due to unfinalized statements or unfinished backups,Female,69,304-90-1502,B,49.38,503.25,36.76,171,64,3569,8103,7/21/2022,10/14/2021,VANCOMYCIN HYDROCLORIDE,393.11,Peanuts,Cigna,Jacquette Kervin,310-620-3284
error: unable to close due to unfinalized statements or unfinished backups,Female,19,802-51-9663,A,237.93,206.74,38.35,102,65,36253,2811,3/26/2022,9/22/2021,"ascorbic acid, cholecalciferol, .alpha.-tocopherol, dl-, folic acid, pyridoxine hydrochloride, cyanocobalamin, calcium formate, ferrous asparto glycinate, magnesium oxide and doconexent",569.05,Penicillin,Blue Cross Blue Shield,Dodi Tyre,447-367-2820
error: unable to close due to unfinalized statements or unfinished backups,Male,50,269-36-1691,B,297.32,597.97,40.26,138,156,83802,8882,11/9/2022,3/14/2020,Pyrithione Zinc,768.92,Latex,Aetna,Leonid Americi,934-694-7746
error: unable to close due to unfinalized statements or unfinished backups,Female,83,552-87-3482,A,218.18,452.74,39.04,133,160,01705,6669,2/7/2021,12/23/2020,Enalapril Maleate,670.21,Peanuts,Cigna,Haley Rebanks,266-881-1296
error: unable to close due to unfinalized statements or unfinished backups,Female,86,115-16-3431,AB,280.17,201.88,33.02,97,155,65891,9436,8/14/2020,4/1/2021,"BLACK COHOSH, ANAMIRTA COCCULUS SEED, CYPRIPEDIUM PARVIFOLUM ROOT, STRYCHNOS IGNATII SEED, LILIUM LANCIFOLIUM FLOWERING TOP, PASSIFLORA INCARNATA FLOWERING TOP, PLATINUM, VALERIAN, and ZINC VALERATE DIHYDRATE",655.85,Latex,Aetna,Martelle Gouge,307-309-8923
error: unable to close due to unfinalized statements or unfinished backups,Female,9,194-17-7200,O,141.03,645.84,32.62,199,99,80459,8013,6/25/2021,3/13/2022,"Brain,",897.81,Peanuts,Aetna,Veronique Scambler,309-621-2067
error: unable to close due to unfinalized statements or unfinished backups,Female,27,320-50-0367,A,53.48,216.85,32.19,130,78,9229,3999,4/11/2020,2/11/2020,"Acetaminophen, Pseudoephedrine Hydrochloride, Dextromethorphan Hydrobromide",916.85,Peanuts,Cigna,Barbie Kellick,560-144-5362
error: unable to close due to unfinalized statements or unfinished backups,Male,94,867-83-0637,O,122.25,992.66,30.96,111,86,2281,3773,3/18/2021,12/6/2022,Indomethacin,852.42,Latex,Aetna,Rodolph Athowe,596-780-2437
error: unable to close due to unfinalized statements or unfinished backups,Agender,117,219-62-4505,B,157.42,366.62,38.36,190,141,28260,0768,3/24/2022,5/25/2022,Divalproex Sodium,295.84,Latex,Blue Cross Blue Shield,Perri Biagini,547-370-5672
error: unable to close due to unfinalized statements or unfinished backups,Female,92,236-16-0788,AB,276.17,317.78,43.51,60,47,V8732,8898,10/13/2021,11/18/2021,Privet,697.41,Peanuts,Aetna,Bidget Cowpe,818-975-0252
error: unable to close due to unfinalized statements or unfinished backups,Female,47,118-83-9760,B,214.15,137.47,35.75,150,174,2143,5112,1/11/2021,7/8/2021,Acetaminophen,813.71,Latex,Aetna,Consolata Dongate,612-956-8845
error: unable to close due to unfinalized statements or unfinished backups,Male,75,790-15-7279,B,108.47,757.83,44.34,152,101,1504,2769,4/18/2021,4/17/2021,"Octinoxate, Octisalate",38.69,Penicillin,Cigna,Andrej Petru,149-999-4794
error: unable to close due to unfinalized statements or unfinished backups,Female,71,687-50-3235,B,194.5,852.97,36.91,181,188,85116,5375,8/21/2021,9/10/2020,"Acetaminophen, Phenylephrine HCl",706.83,Penicillin,Cigna,Marin Bahia,447-603-7548
error: unable to close due to unfinalized statements or unfinished backups,Male,35,446-09-6154,AB,173.4,541.45,36.69,129,85,66481,6693,12/19/2020,5/5/2022,SODIUM CHLORIDE,978.29,Peanuts,Cigna,Godfry Yes,509-723-2848
error: unable to close due to unfinalized statements or unfinished backups,Female,43,285-18-2748,B,90.2,8.51,30.91,176,86,V1522,240,9/15/2022,5/27/2020,Norethindrone and Ethinyl Estradiol,738.08,Latex,Cigna,Deonne Kubin,223-122-2018
error: unable to close due to unfinalized statements or unfinished backups,Female,15,755-53-1343,A,181.38,514.08,31.27,192,104,99677,4991,7/31/2021,2/12/2020,Fosinopril Sodium and Hydrochlorothiazide,902.81,Peanuts,Cigna,Jenilee Crow,932-810-7341
error: unable to close due to unfinalized statements or unfinished backups,Non-binary,108,274-81-1902,A,84.71,666.49,36.45,157,42,83652,9469,8/7/2021,8/7/2022,Fentanyl,51.92,Peanuts,Cigna,Nat Olennikov,790-322-4834
error: unable to close due to unfinalized statements or unfinished backups,Male,102,258-46-4780,B,178.18,68.49,42.29,181,42,7082,1301,4/29/2022,6/3/2022,Fluphenazine Hydrochloride,554.5,Peanuts,Blue Cross Blue Shield,Kevan Silverthorn,375-298-2083
error: unable to close due to unfinalized statements or unfinished backups,Female,108,848-06-9463,A,252.25,71.99,41.3,86,79,32712,4201,1/27/2021,7/27/2020,BENZALKONIUM CHLORIDE,790.51,Latex,Blue Cross Blue Shield,Carolan Runacres,758-450-6965
error: unable to close due to unfinalized statements or unfinished backups,Female,46,717-06-3529,O,161.73,103.91,41.5,123,136,99662,754,6/22/2021,3/23/2020,Octinoxate,189.31,Penicillin,Aetna,Maxy Speedin,107-943-3064
error: unable to close due to unfinalized statements or unfinished backups,Female,44,825-62-7573,AB,121.27,220.51,44.83,137,42,80104,7533,4/30/2020,7/3/2021,"OCTINOXATE, OCTISALATE, OXYBENZONE, TITANIUM DIOXIDE",198.17,Peanuts,Aetna,Felicle Tanfield,599-233-6833
error: unable to close due to unfinalized statements or unfinished backups,Male,62,278-03-6639,AB,181.05,104.16,38.56,180,42,37252,5534,1/12/2021,11/25/2022,azithromycin dihydrate,859.42,Latex,Blue Cross Blue Shield,Vite Gelland,786-496-3258
error: unable to close due to unfinalized statements or unfinished backups,Female,25,370-71-9119,O,147.06,947.44,32.78,173,183,71921,4349,10/20/2021,2/20/2022,Olive Olea europaea,481.12,Peanuts,Aetna,Arleen Tadman,533-474-8464
error: unable to close due to unfinalized statements or unfinished backups,Female,58,315-08-1437,B,72.88,992.9,35.07,172,30,3520,6719,9/6/2021,7/1/2021,fluocinonide,78.46,Latex,Blue Cross Blue Shield,Candi Bellam,543-738-7282
